,Dátum,Accorde_Abacus_Alap,Accorde_Prizma_Alap,BUX,Citadella_Származtatott,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_Orion,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP Föld Kincsei Árupiaci Alapok Alapja HUF,OTP_Klímaváltozás_13030,OTP_Supra,Platina Delta Származtatott Befektetési Alap A,Raiffeisen Részvény Alap,Takarék Származtatott Befektetési Alap,TakarékApolloSzármaztatottRészvény,VIG_Opportunity_Fejlett_Piaci_Részvény,SPY,QQQ,VGT,USDHUF=X
1,2024-08-14,1.822876,1.690644,2756.989584,3.411925,4.1913,1.796739,3.519877,5.96983,2.083206,2.771211,3.093861,3.709367,2.256996,4.271612,6.847361,4.493896,1.204986,2.388479,3.537364,194446.08192443848,165473.17264394276,198976.89302315935,357.60198974609375
2,2024-08-13,1.819893,1.691027,2764.056639,3.406805,4.2014,1.783488,3.520642,5.964889,2.086246,2.773126,3.078473,3.704679,2.268586,4.270105,6.894717,4.502736,1.204641,2.381725,3.534894,195125.72421421856,166521.39795187488,199423.93415802717,359.9840087890625
3,2024-08-12,1.822069,1.694827,2784.195965,3.419156,4.2326,1.778218,3.531134,5.912478,2.097733,2.77108,3.043825,3.725115,2.241888,4.301497,6.883029,4.448275,1.204911,2.370249,3.496614,192537.13404211402,162970.74525292963,194396.52825720236,361.04998779296875
4,2024-08-09,1.816896,1.691968,2771.977927,3.401291,4.2179,1.785474,3.505804,5.916965,2.081122,2.770523,3.041711,3.708755,2.264143,4.286796,6.859653,4.458798,1.201331,2.367418,3.506161,193282.4243388623,163335.78312794678,194243.42389362305,362.63800048828125
5,2024-08-08,1.818077,1.690206,2768.122682,3.397842,4.2077,1.789482,3.516849,5.916192,2.087016,2.768446,3.038957,3.693529,2.275531,4.284677,6.849949,4.460171,1.20057,2.3631,3.497927,193035.08795827627,162994.8728840649,193617.11267089844,363.77099609375
6,2024-08-07,1.819703,1.69372,2753.971805,3.400097,4.1846,1.794425,3.518654,5.90973,2.08635,2.761746,2.986445,3.673517,2.2712,4.316724,6.72622,4.411099,1.199361,2.346548,3.493111,188780.2957269363,158246.27183313854,187240.68016923591,363.97698974609375
7,2024-08-06,1.815158,1.685923,2706.215071,3.384875,4.1071,1.761687,3.50755,5.838001,2.073777,2.760992,2.998417,3.63726,2.251457,4.25457,6.756652,4.414779,1.19842,2.326327,3.452931,188962.44158979505,159062.8322089929,188358.0643673241,361.89300537109375
8,2024-08-05,1.813869,1.686603,2694.386479,3.377118,4.0863,1.763267,3.522284,5.817381,2.078927,2.75826,2.96573,3.592493,2.243276,4.25205,6.687224,4.540706,1.199863,2.317631,3.430653,188616.05331694335,158718.48435700685,187879.63500156254,364.55999755859375
9,2024-08-02,1.817511,1.692489,2779.201863,3.435062,4.2208,1.777328,3.560821,5.972088,2.12413,2.759055,3.069025,3.587174,2.305466,4.268861,7.246716,4.588938,1.206145,2.379292,3.531622,195620.6742544435,164730.29376983643,196042.81086777337,367.0870056152344
10,2024-08-01,1.814614,1.698408,2830.514223,3.458648,4.3073,1.816387,3.57052,6.13262,2.136035,2.764666,3.143672,3.649323,2.386133,4.277809,7.509455,4.63647,1.208554,2.431839,3.627739,197515.54935844243,167197.65107205324,199141.46546158195,363.74200439453125
11,2024-07-31,1.817477,1.708116,2849.85544,3.455911,4.3377,1.84993,3.573715,6.187326,2.146824,2.762189,3.168264,3.67662,2.437453,4.27601,7.688779,4.58778,1.208259,2.463349,3.664023,201132.13340568356,172014.51675987802,207412.83848572522,365.1570129394531
12,2024-07-30,1.815704,1.707896,2827.851304,3.411352,4.3013,1.832103,3.539367,6.076313,2.134548,2.759163,3.114181,3.601848,2.384256,4.28284,7.551043,4.583564,1.20608,2.428099,3.592242,196784.4898071289,166115.88077719603,199257.00252881832,363.0710144042969
13,2024-07-29,1.814971,1.702681,2838.147677,3.413873,4.3157,1.813165,3.534609,6.036162,2.134911,2.759743,3.125869,3.602568,2.382068,4.26011,7.516232,4.57463,1.205026,2.416514,3.567758,196030.2469882518,166933.01408174448,201330.78604702652,359.84698486328125
14,2024-07-26,1.812997,1.701432,2816.435595,3.407672,4.2805,1.829915,3.528387,6.035129,2.13492,2.761761,3.106306,3.620222,2.394466,4.265405,7.49392,4.577003,1.204605,2.420316,3.570213,196891.2904581055,167428.4780232422,203082.56574306637,361.6400146484375
15,2024-07-25,1.813041,1.701097,2799.951251,3.411252,4.2563,1.821666,3.538432,6.029233,2.143451,2.760232,3.089846,3.62956,2.375249,4.285376,7.37536,4.599082,1.204605,2.412133,3.570071,195333.52144954354,166258.97586160526,201348.7018611133,362.7969970703125
16,2024-07-24,1.812208,1.698829,2815.848617,3.436162,4.2826,1.832476,3.549225,6.050689,2.141878,2.760679,3.121087,3.643462,2.378909,4.291182,7.605006,4.598279,1.206808,2.420792,3.577669,194588.95927917957,166599.47925063968,201430.84485381842,359.531005859375
17,2024-07-23,1.809259,1.695747,2833.542488,3.430612,4.3077,1.843371,3.540672,6.102814,2.142379,2.765786,3.174581,3.646965,2.385454,4.255803,7.681404,4.612209,1.205541,2.440364,3.616875,197953.10603880882,171801.46596944332,208451.64598286152,357.4580078125
18,2024-07-22,1.810908,1.695865,2823.968965,3.421721,4.2881,1.836196,3.548142,6.077629,2.145051,2.760533,3.161671,3.66873,2.374367,4.267858,7.691005,4.614834,1.20682,2.439818,3.599734,198673.42813436314,172765.10429098643,209268.85049940646,358.1960144042969
19,2024-07-19,1.811505,1.704012,2807.606986,3.411216,4.2558,1.817447,3.561844,6.067474,2.148483,2.758812,3.134957,3.662091,2.361813,4.283912,7.641379,4.622682,1.204992,2.420125,3.587137,196667.97398664802,170248.06954481453,205204.74380849116,358.2359924316406
20,2024-07-18,1.808719,1.702043,2806.006058,3.433727,4.2489,1.826512,3.567242,6.075383,2.15022,2.763997,3.156476,3.685532,2.365888,4.286647,7.715508,4.597015,1.205103,2.422808,3.589484,197399.08515996113,171264.2312000245,207057.24611425772,357.17999267578125
21,2024-07-17,1.80797,1.702117,2792.283699,3.425945,4.2282,1.838248,3.553958,6.116421,2.140162,2.767663,3.166616,3.685477,2.379238,4.277546,7.884821,4.625997,1.203351,2.429615,3.621552,200229.3979059253,173204.5003168909,209501.33339230716,359.5169982910156
22,2024-07-16,1.810693,1.701916,2782.778827,3.431491,4.215,1.859593,3.555259,6.180413,2.146113,2.777583,3.244158,3.6692,2.444087,4.259479,8.09977,4.678227,1.204795,2.460817,3.668281,202767.78963117674,178171.16909129638,217000.95894349366,358.9700012207031
23,2024-07-15,1.81171,1.70033,2799.580865,3.414823,4.2396,1.870927,3.558542,6.168677,2.159207,2.75768,3.243581,3.679367,2.414357,4.278653,7.826972,4.671714,1.206072,2.472169,3.661728,202369.81548383832,178807.50356817618,217596.2936027348,360.3900146484375
24,2024-07-12,1.812175,1.697722,2781.292232,3.419623,4.2139,1.896772,3.559533,6.194378,2.163936,2.755592,3.243009,3.727492,2.473184,4.31212,7.663862,4.659344,1.204656,2.478317,3.681453,202712.4629605785,179121.3845891822,217449.20641165785,361.9930114746094
25,2024-07-11,1.809809,1.696819,2769.51164,3.415728,4.1931,1.879694,3.558771,6.164032,2.158718,2.754174,3.252022,3.750234,2.45227,4.308381,7.688442,4.625421,1.202484,2.465686,3.676846,202052.31407050788,178614.85923914798,216096.63246950693,363.0899963378906
26,2024-07-10,1.806284,1.694923,2753.0702,3.4051,4.1653,1.871724,3.5342,6.189182,2.141004,2.745606,3.312879,3.744325,2.396246,4.258692,7.657532,4.650604,1.20123,2.471768,3.682671,204471.48473707773,183212.73938979115,221056.64131270722,364.2690124511719
27,2024-07-09,1.806207,1.694372,2739.892856,3.412754,4.1437,1.865995,3.54364,6.194866,2.15149,2.743306,3.283298,3.759636,2.378566,4.276761,7.590458,4.630711,1.199554,2.463852,3.686321,202479.6752175782,181332.6335511962,218074.9295940064,364.2900085449219
28,2024-07-08,1.804789,1.693514,2739.381277,3.410765,4.1424,1.877033,3.534383,6.14922,2.138347,2.741046,3.28619,3.753357,2.384836,4.270395,7.538938,4.612374,1.199452,2.460178,3.660976,201338.9837892577,180330.5074508423,217521.35496553965,362.5899963378906
31,2024-07-03,1.803059,1.689425,2762.019042,3.406698,4.166,1.879126,3.53381,6.15979,2.144574,2.741782,3.26571,3.77203,2.393581,4.276893,7.632591,4.601469,1.198153,2.462578,3.671039,202459.1698234789,180276.98929923214,217669.4871424511,367.13299560546875
32,2024-07-02,1.800244,1.687638,2751.220566,3.402839,4.1519,1.862863,3.519392,6.149877,2.13333,2.740858,3.255074,3.793293,2.362107,4.261085,7.621194,4.611696,1.19747,2.452026,3.664651,201737.01866351068,178943.72382581048,215373.305205293,367.45599365234375
33,2024-07-01,1.80057,1.687934,2783.30261,3.417526,4.2063,1.860153,3.52435,6.088848,2.132403,2.737316,3.237771,3.80657,2.351086,4.280245,7.563748,4.625132,1.199354,2.447775,3.620272,200445.17893959954,177134.5189589355,214011.8085784912,367.55999755859375
34,2024-06-28,1.800293,1.689653,2776.234621,3.401134,4.1955,1.857778,3.525787,6.155187,2.136028,2.741905,3.224088,3.80029,2.377949,4.293122,7.530916,4.607833,1.198778,2.450854,3.667478,201399.48854409158,177304.23578815907,213378.6754614748,370.07000732421875
35,2024-06-27,1.799575,1.688566,2753.015735,3.401868,4.1597,1.865799,3.523112,6.165818,2.133454,2.744877,3.262279,3.829115,2.417592,4.288675,7.601465,4.611841,1.197285,2.455404,3.68036,202957.32823533937,178901.25144490972,214260.25716321543,371.4649963378906
36,2024-06-26,1.793691,1.688202,2734.735923,3.39996,4.1316,1.867731,3.512566,6.154099,2.125811,2.742303,3.268665,3.821191,2.422822,4.293012,7.534429,4.606475,1.196164,2.451682,3.674784,201456.83994738758,177400.6333328858,212587.34412659332,369.29998779296875
37,2024-06-25,1.795141,1.687836,2720.430229,3.406964,4.1046,1.867133,3.511819,6.12259,2.116251,2.744678,3.246853,3.837637,2.421711,4.299229,7.522714,4.583716,1.197098,2.447902,3.653467,200399.38087644055,176325.5569070801,211312.9758569412,367.82000732421875
38,2024-06-24,1.791376,1.686215,2709.875822,3.421764,4.0839,1.874649,3.5252,6.14126,2.124546,2.743662,3.221465,3.854805,2.457605,4.325827,7.488846,4.559531,1.195486,2.446331,3.664563,201127.50169113278,175639.1471019946,209892.33643803746,370.5780029296875
39,2024-06-21,1.787963,1.686232,2710.423387,3.425917,4.0854,1.870554,3.517243,6.164397,2.121577,2.743244,3.243218,3.829411,2.470958,4.309635,7.624222,4.564257,1.192865,2.450578,3.680177,201703.9356597364,177591.77158195898,213731.01552230865,370.4320068359375
40,2024-06-20,1.792586,1.688565,2708.484059,3.431833,4.0847,1.878602,3.522451,6.163083,2.122993,2.751622,3.243567,3.848083,2.480036,4.312138,7.681182,4.532569,1.193589,2.458564,3.679675,200877.68430865556,177101.69739290234,213677.62635964528,368.4200134277344
42,2024-06-18,1.780092,1.683682,2689.853085,3.426394,4.0584,1.864657,3.512426,6.136421,2.119901,2.750467,3.218353,3.853043,2.505655,4.295571,7.61175,4.501906,1.190644,2.442642,3.664358,201348.32290194556,178409.56350776367,216564.53124750592,368.2799987792969
43,2024-06-17,1.776979,1.683477,2685.216905,3.415787,4.0486,1.854641,3.502263,6.115971,2.115859,2.744764,3.227432,3.805929,2.491662,4.293977,7.66538,4.472039,1.189606,2.431784,3.651033,202757.64225658402,180059.11003674008,217761.85043095425,371.79998779296875
44,2024-06-14,1.77484,1.68407,2678.531682,3.42802,4.0362,1.848525,3.511044,6.13127,2.121261,2.750975,3.240061,3.788445,2.509988,4.309768,7.672843,4.474081,1.187257,2.423293,3.657544,199852.78138051182,176727.10418231785,213745.87260711193,369.3900146484375
45,2024-06-13,1.775583,1.684229,2697.284158,3.442185,4.0681,1.869997,3.518174,6.066584,2.131964,2.744753,3.221748,3.77262,2.539347,4.339584,7.605738,4.493846,1.188404,2.423446,3.61175,197454.87706880644,173812.3478005603,210492.8548395373,365.17999267578125
46,2024-06-12,1.784528,1.68776,2705.584035,3.446592,4.077,1.897854,3.530163,6.09135,2.140429,2.745831,3.197652,3.831892,2.582091,4.347051,7.680242,4.456623,1.190449,2.44786,3.632369,198466.52834147215,174110.8898755284,209922.0287846215,367.7900085449219
47,2024-06-11,1.777078,1.682854,2688.446312,3.452802,4.0538,1.877141,3.525807,6.042957,2.134731,2.738333,3.193689,3.79632,2.543408,4.34256,7.595629,4.477344,1.188198,2.420252,3.593678,195337.7798108887,170539.85177480243,203924.8599746637,364.9649963378906
48,2024-06-10,1.778518,1.68324,2706.443791,3.454625,4.0889,1.886498,3.535147,6.027094,2.144074,2.740542,3.1549,3.770098,2.539876,4.345675,7.675124,4.466403,1.189089,2.422724,3.580594,193386.80232223496,168089.60800010338,199574.67172795907,362.19000244140625
49,2024-06-07,1.774864,1.678092,2692.122147,3.453039,4.0684,1.881698,3.511908,5.927806,2.121797,2.733163,3.137043,3.76822,2.487982,4.334462,7.628235,4.490879,1.186888,2.397425,3.512602,190386.7597290594,165325.51567961555,196407.0137590617,357.6730041503906
50,2024-06-06,1.776541,1.681198,2684.173304,3.464591,4.0575,1.897146,3.533255,5.962485,2.126681,2.734373,3.106226,3.729669,2.527953,4.356796,7.852603,4.441849,1.189377,2.416917,3.538516,191340.63231013715,166098.80876558833,197165.43673710898,359.02801513671875
51,2024-06-05,1.764922,1.678759,2656.024012,3.444598,4.0184,1.886059,3.525002,5.943634,2.124937,2.737245,3.111087,3.726704,2.5462,4.34832,7.76697,4.427462,1.187677,2.40293,3.528669,192475.11408416368,167138.1958462866,198893.41781480424,361.1499938964844
52,2024-06-04,1.761919,1.676237,2634.87686,3.449038,3.9841,1.857114,3.522727,5.882787,2.127496,2.740525,3.102758,3.712861,2.510369,4.36146,7.658931,4.472586,1.186651,2.368636,3.481608,188429.97088643722,162298.35491301958,192132.68960349262,357.7619934082031
53,2024-06-03,1.772856,1.67916,2676.473539,3.458513,4.0502,1.86875,3.544053,5.895596,2.139462,2.745355,3.074755,3.668405,2.53889,4.367727,7.814941,4.449871,1.189388,2.388753,3.486257,188811.95401030406,162364.85018696822,192619.1151995659,358.88800048828125
54,2024-05-31,1.771884,1.670276,2616.687929,3.451138,3.9538,1.85944,3.530514,5.85328,2.141456,2.746702,3.078654,3.735981,2.537968,4.348781,7.763254,4.418092,1.189144,2.381397,3.45986,188893.11019779183,161698.8599969931,191850.62754781172,359.3349914550781
55,2024-05-30,1.768807,1.667172,2623.987284,3.457405,3.963,1.855193,3.526562,5.84544,2.130381,2.7487,3.066045,3.694629,2.540851,4.365082,7.85424,4.412848,1.186328,2.368996,3.462344,186930.29764552228,161777.0572344968,191754.79451523162,358.8399963378906
56,2024-05-29,1.769789,1.664318,2639.02954,3.458496,3.9872,1.834168,3.512219,5.800654,2.118869,2.740184,3.074704,3.64503,2.491835,4.309051,7.887227,4.44619,1.18106,2.340169,3.433612,185692.94792729616,161368.92072275188,193790.78108689561,354.1000061035156
57,2024-05-28,1.775934,1.664984,2641.838569,3.487682,3.9977,1.853385,3.535129,5.826968,2.134275,2.73678,3.053957,3.627081,2.523234,4.321458,7.984645,4.46098,1.182193,2.357215,3.449156,186890.46917778626,162417.0857406985,194353.3286236301,353.88800048828125
59,2024-05-24,1.77355,1.662654,2653.387822,3.486654,4.0229,1.858427,3.534415,5.85413,2.134806,2.733845,3.04753,3.654917,2.520845,4.320161,7.821276,4.467037,1.183071,2.369725,3.46951,188465.6090637818,163283.58163465187,194455.62999750674,357.1199951171875
60,2024-05-23,1.778872,1.662959,2633.037791,3.492691,3.9904,1.866622,3.528767,5.870595,2.133004,2.73213,3.058146,3.616546,2.496706,4.331765,7.770627,4.472074,1.185702,2.379215,3.477442,187335.35128391907,161847.72308676597,192694.86365050077,357.3269958496094
61,2024-05-22,1.778501,1.655691,2619.19086,3.489702,3.9642,1.857446,3.546622,5.868341,2.147057,2.746751,3.084356,3.533493,2.496433,4.30313,7.964817,4.47966,1.182713,2.365264,3.46991,187452.59020034224,161492.56351788342,191392.92431351915,354.9389953613281
62,2024-05-21,1.78031,1.655786,2615.911744,3.491328,3.9661,1.863788,3.5583,5.871706,2.15651,2.758514,3.071074,3.50452,2.461677,4.308956,8.128672,4.485988,1.183219,2.378104,3.46814,188171.30947505683,161676.89936080575,191527.4169877246,355.27398681640625
63,2024-05-17,1.780922,1.660088,2624.704349,3.491363,3.9841,1.874775,3.556389,5.89021,2.14523,2.753093,3.070595,3.540926,2.473566,4.334299,7.925694,4.462444,1.186717,2.399609,3.482176,187809.47765870392,160512.70252786577,189268.51422987133,355.8699951171875
64,2024-05-16,1.776994,1.661047,2653.979934,3.471918,4.0288,1.87054,3.530009,5.861447,2.125068,2.736248,3.067036,3.651664,2.477965,4.298667,7.603208,4.44873,1.18517,2.383916,3.468855,186586.0314355716,159774.09041073546,188765.54041468352,354.05999755859375
65,2024-05-15,1.773458,1.661098,2647.002829,3.474288,4.0264,1.878317,3.520292,5.857023,2.110204,2.738971,3.058896,3.650136,2.493655,4.278338,7.626501,4.441611,1.185611,2.398308,3.473864,188305.7197382748,161242.4220213443,190921.7359346822,356.5880126953125
66,2024-05-14,1.7711,1.661747,2654.569673,3.461649,4.0373,1.873241,3.505955,5.822852,2.111899,2.731314,3.053286,3.700036,2.47754,4.293374,7.425411,4.428578,1.184511,2.386196,3.451252,186921.52232432365,159545.43222486787,187570.6161433626,358.3500061035156
67,2024-05-13,1.768336,1.660133,2656.664117,3.46386,4.0425,1.875404,3.49738,5.822566,2.105785,2.724707,3.060403,3.765076,2.448857,4.290506,7.352501,4.411834,1.184903,2.388164,3.450254,186933.3768865615,159263.1898166472,186523.21591914818,360.0169982910156
68,2024-05-10,1.768694,1.659492,2667.593449,3.467816,4.0618,1.878725,3.494366,5.830068,2.103989,2.727626,3.065328,3.815504,2.45508,4.2804,7.362682,4.435953,1.184536,2.392255,3.455752,186714.64167466387,158731.93826947827,185424.84901819378,359.6440124511719
69,2024-05-09,1.771001,1.658253,2660.33563,3.456554,4.0483,1.871821,3.492128,5.839415,2.099982,2.729166,3.062706,3.837803,2.466797,4.295053,7.380081,4.420928,1.186178,2.395742,3.465365,187384.90422059782,159131.6920756828,185842.9544419516,361.3999938964844
70,2024-05-08,1.764749,1.656707,2655.747238,3.454193,4.0449,1.868846,3.474575,5.827977,2.083406,2.728044,3.063289,3.876736,2.447209,4.293607,7.235282,4.410423,1.185747,2.389812,3.456605,186488.7406374961,158936.44046027306,186204.09686956555,361.7439880371094
71,2024-05-07,1.764145,1.655416,2654.984111,3.436811,4.0467,1.859757,3.464697,5.818546,2.07657,2.728083,3.067076,3.858201,2.445597,4.294151,7.284562,4.397611,1.18562,2.381747,3.451194,185937.72258259356,158575.77601001132,185401.67724128813,360.7099914550781
72,2024-05-06,1.758338,1.656991,2642.911752,3.442307,4.0209,1.843898,3.45578,5.786912,2.059306,2.731454,3.056051,3.847033,2.432818,4.307412,7.306201,4.343927,1.185078,2.371106,3.423196,186263.13123746216,159003.30506602675,186711.4203464538,361.739990234375
73,2024-05-03,1.755543,1.65589,2621.104021,3.441625,3.9828,1.832353,3.443891,5.76414,2.050399,2.715664,3.050494,3.873905,2.412876,4.313698,7.145125,4.349851,1.18314,2.355893,3.414757,184840.90150767006,157691.42579824477,184529.7171599418,362.68499755859375
74,2024-05-02,1.756965,1.656866,2625.782833,3.447401,3.9881,1.820539,3.447351,5.718983,2.047613,2.704771,3.029392,3.884749,2.373079,4.318645,7.112797,4.355827,1.182025,2.345063,3.381247,183264.43646079674,155165.8921322599,180351.888832435,364.04901123046875
75,2024-04-30,1.7527,1.656162,2626.350549,3.452594,3.9895,1.835654,3.433036,5.741288,2.044997,2.704732,3.039335,3.888233,2.335579,4.301679,7.023338,4.386043,1.181276,2.357271,3.399567,182667.02859177254,154757.8090227116,180371.31117784884,365.0669860839844
76,2024-04-29,1.754664,1.656098,2616.578575,3.441983,3.9688,1.857746,3.453159,5.795875,2.051385,2.708962,3.061063,3.798495,2.375305,4.296128,7.296078,4.362622,1.18202,2.387181,3.435916,186288.05696443468,158310.57445221394,185134.87546467036,366.406005859375
77,2024-04-26,1.751609,1.651863,2584.228594,3.452241,3.9166,1.869479,3.443,5.783218,2.03644,2.705612,3.060903,3.889736,2.357896,4.279021,7.299492,4.334917,1.179315,2.39167,3.429367,185536.4204652412,157590.3407083936,184309.41358370986,366.2200012207031
78,2024-04-25,1.750863,1.64973,2548.889471,3.445765,3.8589,1.844534,3.430072,5.717614,2.033904,2.696056,3.036685,3.895045,2.321444,4.2737,7.267546,4.35314,1.178832,2.370862,3.38302,184673.43960250355,155937.0240399493,182066.53250187542,367.9700012207031
79,2024-04-24,1.752056,1.649426,2558.375518,3.449542,3.8737,1.863125,3.43811,5.781481,2.04095,2.699054,3.057547,3.908725,2.344184,4.27698,7.24428,4.359961,1.180375,2.392816,3.426858,184929.29155806638,156314.83080180082,181552.8457489591,367.0799865722656
80,2024-04-23,1.755281,1.649342,2541.427266,3.442505,3.8489,1.872597,3.445846,5.795496,2.046122,2.700736,3.04409,3.890095,2.35644,4.278725,7.291608,4.355696,1.181202,2.402187,3.436851,186357.81267981976,156915.9683469683,182576.74511305988,369.739990234375
81,2024-04-22,1.748968,1.646536,2509.960614,3.432928,3.7924,1.850697,3.442933,5.747126,2.048999,2.699912,3.041558,3.870022,2.328424,4.267371,7.251437,4.321732,1.179805,2.373331,3.398731,184281.8949526474,154700.75525868218,179733.28834139742,369.9599914550781
82,2024-04-19,1.741891,1.645384,2507.384556,3.417226,3.7945,1.842967,3.429351,5.730627,2.038969,2.687326,3.022451,3.78888,2.315043,4.257122,7.328922,4.316104,1.177722,2.358556,3.393654,182755.77265736274,153290.87560048234,177460.52836751193,370.2749938964844
83,2024-04-18,1.736777,1.643605,2531.507074,3.410662,3.8338,1.844538,3.410392,5.738819,2.027128,2.691056,3.04224,3.808996,2.322257,4.232907,7.253145,4.299859,1.177504,2.357572,3.409419,183321.8498169165,155643.7098786272,181262.23062326945,368.17999267578125
84,2024-04-17,1.732788,1.641557,2548.547938,3.400498,3.8626,1.836132,3.400707,5.7339,2.023873,2.689353,3.03517,3.839696,2.312088,4.208881,7.184806,4.276242,1.176382,2.356247,3.411556,185575.88193466887,158135.5791977886,184866.59888802096,371.94000244140625
85,2024-04-16,1.725378,1.64037,2521.949498,3.410787,3.8259,1.843996,3.399139,5.781819,2.02227,2.697475,3.07532,3.878717,2.332893,4.184813,7.243022,4.340619,1.176302,2.372333,3.445995,186093.96619807184,159585.72958785295,187062.66878955066,370.77099609375
86,2024-04-15,1.735583,1.643372,2598.094252,3.410079,3.9445,1.858144,3.41781,5.817857,2.040495,2.696525,3.079417,3.88687,2.347743,4.20898,7.369137,4.329514,1.180928,2.380417,3.458676,185312.18026159052,158610.75483292434,185826.67192085832,368.5400085449219
87,2024-04-12,1.730902,1.644445,2593.571253,3.38538,3.94,1.843275,3.420636,5.823543,2.043443,2.70309,3.09323,3.863818,2.363651,4.190598,7.42772,4.336216,1.181747,2.378808,3.461944,184937.45761097968,158921.37266527116,186678.47869825363,363.18701171875
88,2024-04-11,1.731903,1.647039,2590.380284,3.404094,3.9299,1.843083,3.435761,5.805106,2.048415,2.71347,3.074967,3.850159,2.381295,4.194294,7.495425,4.3676,1.178725,2.379619,3.450526,188006.59254338592,161909.89418772515,190546.10676782392,364.1180114746094
89,2024-04-10,1.739395,1.648964,2592.848091,3.403664,3.9339,1.850966,3.433297,5.793466,2.053246,2.698498,3.05921,3.845542,2.357409,4.226561,7.39135,4.327012,1.180978,2.368515,3.413637,184130.32412163913,157257.269053258,184466.29254631698,359.302001953125
90,2024-04-09,1.7352,1.644217,2556.842318,3.375321,3.8739,1.841539,3.43278,5.752635,2.05746,2.706351,3.045113,3.830416,2.37089,4.206783,7.40819,4.351313,1.17886,2.36507,3.414792,185701.76470312476,158393.8324734792,185868.7635987252,358.739990234375
91,2024-04-08,1.736999,1.643023,2564.278999,3.365845,3.8844,1.866472,3.428481,5.794829,2.054932,2.700454,3.032691,3.858931,2.371142,4.21882,7.390474,4.322207,1.178971,2.387063,3.447814,185955.1176599525,158208.12481035478,185917.42781338654,359.6449890136719
92,2024-04-05,1.733211,1.641895,2563.533954,3.347073,3.8858,1.857773,3.415035,5.781034,2.044425,2.696807,3.038138,3.874424,2.351377,4.173091,7.258317,4.328316,1.179439,2.379492,3.438868,186954.47352323867,159100.36147061642,187292.0965811815,361.7799987792969
93,2024-04-04,1.734625,1.643173,2567.172776,3.34433,3.894,1.880392,3.405213,5.803877,2.034384,2.682658,3.039927,3.899002,2.364836,4.188818,7.142174,4.3217,1.179571,2.384721,3.449833,185144.3007864002,157351.6766719455,185163.93303494994,362.0199890136719
94,2024-04-03,1.732414,1.641269,2575.907516,3.353218,3.9091,1.887785,3.404093,5.860344,2.034474,2.695262,3.064703,3.866344,2.380952,4.153711,7.198514,4.324395,1.179576,2.41668,3.498448,189699.8174454365,161728.38480591774,190481.5259285085,366.3999938964844
95,2024-04-02,1.729829,1.639505,2536.341207,3.365832,3.8492,1.887131,3.395479,5.881707,2.026824,2.684083,3.093746,3.809016,2.378533,4.150461,7.018502,4.307769,1.179584,2.424015,3.511914,190076.5872593671,161864.3204203099,190676.78620912135,367.531005859375
96,2024-03-28,1.727861,1.637164,2520.343007,3.363166,3.8251,1.901983,3.383233,5.919285,2.018699,2.680142,3.093486,3.777532,2.413133,4.12999,6.888921,4.263915,1.178341,2.440599,3.539299,190317.0199310407,161815.32837005798,191142.08006612025,365.0199890136719
97,2024-03-27,1.722456,1.633209,2497.985672,3.359711,3.7932,1.89752,3.358343,5.865972,2.002796,2.679567,3.088815,3.745536,2.393032,4.116438,6.730611,4.263781,1.177132,2.427815,3.507011,190188.097307764,161973.38728057593,191245.61136191338,364.7030029296875
98,2024-03-26,1.722825,1.631558,2505.114388,3.374332,3.8066,1.899076,3.35769,5.867407,1.997639,2.672275,3.073702,3.746631,2.362419,4.122369,6.672978,4.240611,1.177943,2.425031,3.507691,189335.90298514813,162050.74554508552,191535.28215259314,366.1199951171875
99,2024-03-25,1.724978,1.628672,2509.148181,3.370503,3.815,1.895189,3.354291,5.880553,1.999341,2.677792,3.087591,3.753276,2.368999,4.106511,6.70964,4.261222,1.177517,2.432274,3.519129,190293.9783443492,163097.99866841733,192996.26305612363,367.2929992675781
100,2024-03-22,1.724182,1.626334,2515.036281,3.369133,3.8264,1.893143,3.356995,5.901809,2.002434,2.681561,3.102827,3.759614,2.391072,4.104793,6.579393,4.258156,1.177651,2.435761,3.52998,188486.90547443926,161689.66223545372,191407.13093770668,362.79998779296875
101,2024-03-21,1.725537,1.626332,2538.17013,3.358874,3.8608,1.883266,3.355893,5.842972,2.000266,2.68156,3.071967,3.782613,2.361709,4.092805,6.652241,4.212425,1.177747,2.421736,3.490346,187349.47370487452,160225.98423557729,189589.79082274437,359.927001953125
102,2024-03-20,1.716984,1.626759,2544.167545,3.363489,3.872,1.871637,3.345414,5.820776,1.997966,2.672503,3.052348,3.803216,2.356922,4.080498,6.646694,4.208114,1.176874,2.416578,3.481007,188353.13407240435,160855.46691570897,190700.00259767286,363.0509948730469
103,2024-03-19,1.71888,1.629131,2542.217293,3.360598,3.8695,1.877047,3.338534,5.805744,1.9968,2.661969,3.056576,3.836045,2.330927,4.08718,6.535401,4.203456,1.176341,2.411659,3.470886,186600.74377441406,158948.2705078125,188123.53143310547,363.0
